Country Name,Country Code,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,AFE,486.2075028,519.6135937,543.3057648,569.5910978,589.995686,611.695099,617.0097901,636.2384726,671.806786,705.1474294,728.9399855,738.7570348,741.1176879,776.8300961,793.7825617,803.7633631,797.3120917,805.6252687,804.3083388,791.1228178,769.859816,733.3516811,728.1864123,730.0752309,741.6428918,819.860432,829.8259762,791.4469962,769.7954737,780.702624,743.916044,769.0808541,774.3341662,777.6720907,780.8510523,789.4878405,796.9019357,760.5768971,723.9149031,740.4176551,740.7416057,703.9084009,698.3699142,686.7280572,,,,,,
,AFW,73.73762292,80.76302528,88.22862199,89.44832683,97.19701351,102.9815711,110.4750331,106.5715014,113.9791523,120.4908456,113.2506181,130.9968646,111.3071332,89.63897175,110.4266558,125.8514236,129.2023101,129.9426355,134.3562762,129.8898507,131.241691,133.5249934,137.1290951,131.8562012,133.2788806,131.0340313,132.8614595,119.7337133,126.0822075,116.7087977,119.0511327,133.754417,123.896644,138.893764,145.3250506,144.9849866,158.4197378,154.5007324,152.7784232,165.0656209,175.1125463,185.5158142,181.1288747,186.1990097,,,,,,
安哥拉,AGO,92.03410095,100.4966422,113.5859405,136.3577946,139.3793901,60.30526277,58.27061831,56.34870168,58.57451473,60.66207985,58.56157495,60.31517359,63.2672365,52.21141337,60.63043811,58.52647393,56.78603928,55.20393789,53.60205832,53.17180358,54.45386488,53.48666282,52.00747317,50.65258525,49.26424531,51.10854859,69.32690102,73.30920076,71.91083863,75.26465988,82.61657065,86.01883921,95.85311396,87.53534066,109.2952187,144.7153225,133.2672578,172.3848981,189.2577043,206.4544017,207.0133514,219.2534827,280.2144821,312.2288945,,,,,,
阿尔巴尼亚,ALB,532.0284315,568.4032016,593.4467457,591.0326434,739.3450933,908.6745473,1067.814156,1098.483166,1065.767398,1142.965355,1123.968106,1096.873229,1070.690164,1018.100288,796.3539738,1420.614795,1161.951677,1005.93953,1021.3935,552.2521848,418.453589,453.6440739,536.3638251,596.4079593,663.7839954,904.3466403,694.6648028,734.8499135,1414.703784,1449.647413,1351.230796,1578.165919,1469.264539,1797.525487,1722.07285,1218.360146,1213.124369,1617.744156,1835.684072,1943.343354,2205.70392,2118.327776,2533.252829,2309.366503,,,,,,
阿拉伯联盟国家,ARB,197.0081816,211.7699692,231.2071455,255.7590004,283.2638543,326.4385521,370.4760023,428.029528,516.4089218,578.6681722,625.8389223,715.7938262,771.9639408,858.0502418,884.9559365,962.7319614,1001.085659,1037.706249,1057.68499,1073.998529,1038.844146,1072.085893,1126.182662,1153.111708,1259.995033,1297.722061,1341.63851,1434.267461,1485.891883,1518.760327,1581.590402,1650.068165,1720.814261,1767.785668,1842.769081,1943.067343,1998.315203,2065.102645,2123.652249,2301.342047,2337.7279,2377.250571,2433.627913,2508.462284,,,,,,
阿拉伯联合酋长国,ARE,681.171904,1314.326461,1700.348432,1876.108391,2321.742857,2829.481789,3737.011234,4190.315237,4982.012381,5752.780511,6118.901844,7117.003887,7677.110391,7905.901992,8169.584201,8239.156076,8282.220191,8482.12859,8232.715759,8500.703059,8151.112015,8284.41048,9099.296638,9414.320314,9402.927168,9512.740826,9925.65213,11232.34848,12219.0309,12314.03158,12133.62796,12502.69851,12366.07038,11958.97239,12279.9202,11693.3941,11451.89878,11294.18973,10618.80665,10609.944,10287.0553,10416.01261,10724.50388,11088.34186,,,,,,
阿根廷,ARG,874.4592442,925.3170343,962.2662406,993.2329379,1011.993648,1032.48922,1081.751268,1093.416916,1217.172437,1243.631287,1197.592788,1208.666223,1259.173614,1300.799469,1288.874568,1330.370627,1413.847451,1452.306312,1320.356449,1303.978019,1347.592046,1410.377544,1496.904499,1576.767198,1648.895228,1728.120928,1848.001531,1967.254881,2033.771811,2088.80763,2120.580398,2014.476878,2180.326931,2293.309488,2408.432958,2374.097592,2455.656081,2772.843291,2730.123367,2877.652653,2929.075029,3000.603523,2967.376558,3074.702071,,,,,,
亚美尼亚,ARM,,,,,,,,,,,,,,,,,,,,2722.5985,2689.680533,1962.635282,1195.024488,1045.478466,1050.243539,1219.930604,1509.057698,1308.589371,1307.534428,1297.564469,1269.222726,1236.331467,1320.437994,1440.32339,1521.50331,1639.79257,1773.161496,1669.409464,1661.303268,1726.262758,1807.034572,1892.006869,1931.258117,1961.610395,,,,,,
澳大利亚,AUS,3751.642576,3880.928891,4230.343797,4578.882169,4781.616641,4901.589111,5251.197858,5416.283605,5665.977677,5915.260005,6153.346285,6391.290025,6366.126619,6699.562532,7007.61518,7309.094541,7525.685721,7800.534714,8129.103625,8527.228085,8522.159222,8550.328665,8701.760344,8812.489499,8994.35591,9108.29556,9291.083869,9783.442895,10036.45778,10193.91218,10636.37769,10813.12273,10434.87439,10554.81582,10458.45019,10490.48454,10972.89174,10749.11055,10791.5931,10726.92818,10627.29387,10407.74031,10220.8873,10071.39898,,,,,,
奥地利,AUT,3213.126836,3404.469208,3620.56204,3769.029711,3734.445473,4068.190905,4137.714163,4335.053929,4541.537932,4684.45776,4697.365866,4730.570071,4827.484062,5070.995793,5280.77716,5321.412974,5536.144154,5716.834247,5896.135568,6111.47652,6347.220096,6227.498049,6137.269463,6205.804904,6344.393087,6607.222977,6620.447862,6706.708677,6972.189816,7076.269483,7333.231953,7427.656445,7695.080037,7808.157792,7977.681597,8244.401952,8207.474739,8233.014833,7944.796096,8382.711154,8425.167753,8548.882199,8509.61158,8355.841952,,,,,,
阿塞拜疆,AZE,,,,,,,,,,,,,,,,,,,,2569.823838,2631.028839,2276.061528,2119.736351,1961.943251,1952.022486,1852.891923,1813.670143,1936.939214,2022.485985,2040.47909,2106.470066,1996.708252,2235.459856,2281.947872,2388.388734,2552.286214,2118.210528,2040.760435,1620.38742,1603.431374,1705.424633,2052.650965,2092.536521,2202.393918,,,,,,
比利时,BEL,3217.045264,3612.355533,3941.603741,4134.390881,3887.477425,4247.40638,4404.824321,4623.389685,4906.085081,4893.885351,4910.953281,4904.070015,5043.975356,5285.543762,5502.668409,5617.419822,5876.962998,6057.062732,6205.76377,6380.31322,6655.414381,6850.663773,6881.072143,7176.240507,7379.737079,7527.688545,7701.612131,7913.05858,7944.129807,8247.677113,8267.187216,8311.892679,8411.900657,8576.223497,8509.997073,8683.671285,8614.679503,8521.49674,7903.955479,8393.949623,8028.798731,7988.524644,7989.671853,7709.123078,,,,,,
贝宁,BEN,10.75061102,11.8282421,18.62747019,16.94163888,18.06951987,19.41939591,21.26144441,46.25513595,24.87205401,27.70931902,31.93611938,17.56745713,36.63420744,32.47675687,33.42291297,31.10452391,30.8692199,36.16641172,33.81728707,34.95036345,36.70262099,38.8236254,39.1179553,39.37548727,41.8250487,44.46798568,47.91739233,44.82035153,51.91997361,58.11289515,61.46908571,68.26219261,64.62288161,70.32255342,73.78896831,75.08920951,79.71812428,86.35245946,87.87313802,95.44252175,91.53531895,93.12121978,96.7555505,100.2251518,,,,,,
孟加拉国,BGD,10.83446186,10.65654749,15.40564581,17.13648418,17.28362747,17.59885568,18.60785655,21.88203152,21.4242302,19.11111996,22.83302822,25.83039354,29.45120347,32.42606368,33.50440669,37.93423444,39.39536261,42.51100077,50.58816136,49.78096907,50.41708442,60.4072607,67.18583538,71.07650003,78.23222403,81.93800239,83.74627314,88.8143929,97.16457802,104.6077366,115.144505,122.9863866,129.3923379,165.308346,176.0773264,196.9399144,206.104875,207.526929,226.0479448,247.2633775,265.6405673,283.4660589,301.967618,320.2099233,,,,,,
保加利亚,BGR,2292.653983,2486.06609,2683.109679,2842.231221,3035.636188,3247.551349,3437.797692,3648.387027,3772.289411,3973.690788,4125.353429,4397.890565,4582.125337,4772.2946,4678.285823,4646.260939,4838.620325,4940.518487,4963.178886,4758.731903,4361.144516,3735.525454,3807.696906,3825.386616,4211.125131,4350.443259,3970.131139,3932.401784,3613.367267,3673.606871,3859.090025,3853.819004,3997.902596,3971.822736,4165.180392,4366.912765,4523.322878,4674.503151,4483.747139,4560.414917,4863.691441,4761.912583,4639.706323,4708.927458,,,,,,
巴林,BHR,1951.786338,1963.770614,2087.447344,2282.579354,2626.247468,3171.850881,3661.324212,3746.893047,4299.833141,4612.430779,4848.711643,5205.297018,5589.59367,15305.73406,15926.45222,16450.66186,14702.18116,15363.35066,15402.81158,15621.25071,14214.47656,18498.05575,21644.42422,20477.08292,20553.55882,20597.55193,21105.11037,21251.52966,20638.13743,20014.74549,20130.4566,20016.59548,19775.06331,18983.04023,21325.8176,21508.24845,20592.24422,18491.08909,17459.65445,18038.23787,17912.56602,17849.25789,18693.12388,19596.9831,,,,,,
波斯尼亚和黑塞哥维那,BIH,,,,,,,,,,,,,,,,,,,,2937.656354,2106.048538,1111.328154,707.7819237,893.935187,959.2460164,1126.33583,1384.610031,1774.611725,1834.451627,2030.296632,2068.425254,2092.095285,2233.546038,2321.878203,2389.696314,2384.593281,2382.539982,2986.473237,2891.637859,3155.598279,3343.737103,3479.083887,3474.286385,3446.764688,,,,,,
白俄罗斯,BLR,,,,,,,,,,,,,,,,,,,,4380.751349,4426.013214,3912.701745,3450.222433,3068.36199,2790.020749,2806.615123,2952.92294,3015.400275,3005.364257,2996.309475,3009.402482,3000.745625,3063.056939,3174.053092,3245.372088,3365.981865,3393.908536,3481.743517,3299.460902,3566.173013,3632.87856,3704.309041,3657.124679,3690.103683,,,,,,
玻利维亚,BOL,165.8754119,174.056337,173.8434189,181.714345,189.5464342,199.6691867,216.3246499,227.5046371,237.2577833,253.408106,266.1003901,265.0341982,254.1796369,252.5550344,245.005227,235.0562177,233.5932194,245.732805,257.8440459,266.138798,280.5408748,290.0466518,312.6001233,332.8069136,351.5983424,369.8291407,388.2857637,405.1002617,418.1872835,415.8811727,416.6548177,429.9527086,437.242163,447.1254081,476.5875809,506.9475658,538.6863418,527.8015425,546.597348,596.5011832,629.0052699,654.4817304,695.9532363,742.5383997,,,,,,
巴西,BRA,459.885653,499.0417125,554.6281926,604.9785422,651.4966408,722.0814198,790.2218389,860.302326,941.6991467,1016.653585,1021.547835,1055.950766,1111.752162,1208.624312,1283.054345,1354.503437,1368.108473,1419.630592,1449.931372,1460.760329,1486.22461,1494.061476,1537.592639,1566.761231,1634.398108,1687.085238,1762.410629,1808.343155,1832.378306,1897.353148,1747.939631,1806.669684,1882.264028,1956.159381,2015.799869,2072.36268,2167.606561,2229.845299,2197.125581,2374.116628,2430.80331,2501.474103,2568.829695,2619.960499,,,,,,
文莱达鲁萨兰国,BRN,1754.230792,1675.879309,1582.321097,1541.249379,1478.640146,1421.155596,1367.926418,1318.977268,1274.014371,1691.768104,2264.694266,2635.103657,3079.128413,3290.921091,3265.906256,3217.606326,4192.536779,4283.87308,4298.96284,4325.239454,4473.945186,4819.488258,5268.314849,5579.508865,6384.797652,6828.179371,7622.72328,7755.33865,7375.526495,7545.787986,7181.571417,7373.614744,8550.927695,8596.849491,8463.156511,8431.867164,8614.091373,8589.471243,8840.797912,8810.345981,8783.627603,9240.670982,9873.545426,10290.93802,,,,,,
博茨瓦纳,BWA,,,,,,,,,,,586.8367992,627.2984933,625.424144,640.8522462,663.8088604,753.4106007,846.8236321,719.12292,729.6196657,769.376634,852.7347452,925.5313922,922.0147094,962.9994819,935.9006734,962.3027213,1028.937487,1096.567072,1073.739645,1155.578328,1225.313106,1274.758204,1362.441024,1480.006321,1464.639924,1494.08114,1535.091695,1542.56863,1739.958382,1561.064181,1503.419162,1756.268904,2126.492872,1815.553722,,,,,,
加拿大,CAN,9166.683666,9803.558419,10241.92086,10804.6008,10466.58262,11075.95423,11797.26259,12269.0193,12422.76113,12803.97551,13239.40876,12981.07867,13457.06579,14343.39203,14857.25859,15363.39958,15798.28727,16389.3381,16464.03951,16167.37456,16181.58875,16164.41904,16320.1273,16388.2805,16532.38204,16607.20634,16653.67705,16435.78699,16678.9326,17037.07228,16840.19375,16960.63967,17208.52352,17264.73674,16948.27522,16508.33955,16683.13366,16377.4797,15450.73069,15269.74548,15644.54028,15336.62486,15750.81163,15588.48715,,,,,,
中歐和波羅的海,CEB,2088.953932,2243.537338,2389.988868,2522.681552,2683.047695,2848.02763,2984.659292,3124.946032,3161.268299,3307.321825,3279.077795,3320.051852,3436.825561,3562.911068,3646.653521,3762.2451,3867.978457,3934.078456,3948.025175,3744.05173,3469.592191,3217.340132,3148.027474,3172.222718,3299.390049,3426.015136,3383.432546,3337.015191,3281.614517,3341.726801,3430.725054,3454.635941,3588.323461,3676.626455,3739.653466,3888.525599,3984.588999,4048.765487,3840.536028,4017.412247,4096.894084,4093.459357,4075.34293,4115.630201,,,,,,
瑞士,CHE,4615.348218,4776.267394,5010.188911,5027.119384,4878.812968,5082.900384,5324.959952,5520.44673,5779.137371,5992.333459,6119.695805,6189.342434,6330.493382,6601.038674,6854.327383,6994.485345,7163.214775,7203.885833,7369.28667,7445.292017,7538.406742,7430.297509,7235.094076,7155.485684,7283.380159,7393.539173,7341.612373,7481.433547,7646.706162,7845.634548,7992.277576,8031.432226,8195.120835,8205.829119,8305.371102,8360.576135,8163.295576,8305.923042,8021.223604,8174.408162,7928.19067,7886.094306,7807.058815,7520.166025,,,,,,
智利,CHL,761.2608064,787.8321502,757.8541894,800.571264,731.1908356,768.7176091,793.8457409,834.0573885,876.4200622,902.7659193,919.0970142,887.353606,906.4528712,966.8709669,988.1508379,1028.13528,1054.424386,1121.522649,1208.767327,1237.625161,1313.943308,1457.0893,1514.743634,1588.694784,1745.374965,1926.52999,2069.358194,2176.964529,2392.961564,2499.291178,2628.686877,2727.867469,2897.792879,3064.444946,3095.649042,3222.41447,3339.463325,3338.289965,3296.541125,3306.953699,3583.584239,3807.50765,3879.859848,3879.67342,,,,,,
中国,CHN,151.9893473,163.9119288,175.933737,174.2333537,199.0397154,204.0303647,220.6570531,246.5557723,267.3742654,281.6246873,285.8177757,299.1979219,317.0202578,336.4116413,362.8120719,391.351625,426.5544932,461.7975182,487.373173,510.6198549,548.9537531,604.6936831,662.6370456,727.1073597,770.2802412,821.0808591,852.7406865,870.6172223,913.963448,992.9433847,1076.549121,1194.856295,1379.484632,1585.838782,1782.312153,2039.01466,2325.926769,2446.369055,2612.45662,2943.589954,3295.784868,3466.019539,3757.185088,3905.317598,,,,,,
科特迪瓦,CIV,97.02115042,104.1960708,114.5251239,117.1320774,126.0056868,139.5601903,148.5804377,161.6267377,198.8049067,182.855817,188.9514849,186.5375561,177.9125943,131.8978399,151.1362339,151.6405705,170.5896363,174.947768,160.7483204,160.4209957,148.433913,153.0545186,144.2173151,146.4824056,176.341021,161.6078963,172.0346364,186.985945,175.829544,173.9932639,182.2224577,176.6528225,174.3788344,173.3953543,171.6743996,181.7123768,187.103084,195.6587027,200.5070305,215.0203108,196.9217998,234.7870172,233.1634907,274.7302239,,,,,,
喀麦隆,CMR,152.3246551,155.5225806,152.9878643,169.5807698,174.8745178,165.9621538,155.0540718,155.7674403,155.0404277,156.1229725,198.3454189,221.1237428,213.6097768,204.6557597,223.7159568,208.4559627,207.621653,209.743682,210.3133722,199.0647606,192.2900743,188.8075674,190.9967832,167.2589887,160.0737177,165.6310313,175.398921,172.4422247,177.4016618,175.2616872,165.1713771,155.0349211,167.1342119,192.3598158,186.4277865,245.6694113,253.7601808,267.1317241,264.9328279,261.4885349,256.333087,247.4253636,252.2047533,275.1979743,,,,,,
刚果（金）,COD,162.2733874,158.7965926,167.3547729,169.2836595,167.2227149,161.8388767,158.3562163,148.3788499,142.9261789,150.9167395,135.6492371,130.3518349,138.0446276,141.3477896,148.1532449,150.6654456,145.8353725,145.8831066,169.4916926,130.8793768,125.4865179,115.2303414,102.5869983,101.3092871,108.8843077,104.8477429,95.39739839,93.40028961,95.16630311,96.56978765,95.5428467,89.73030179,90.20801962,88.18729489,89.45733367,101.7709237,105.2457136,101.2064072,106.7918735,104.6560836,108.0216267,112.1836565,117.0283067,108.5167041,,,,,,
刚果（布）,COG,56.37345879,57.58935237,62.81788612,63.67057515,66.37781471,68.88440754,70.5860112,72.13863018,75.86001222,83.24277869,69.92132212,104.5163255,99.4612601,149.2242841,112.9334063,176.1064289,179.6143266,168.0512597,170.0709196,173.9691268,184.9472735,177.5139612,160.554401,144.3579774,151.4294199,154.3533939,129.0420234,110.7854553,69.11459595,95.60596274,104.7257088,115.3947467,114.766585,105.3990522,117.3133855,125.7628881,125.383018,135.3612763,144.7387466,140.1583345,147.6731132,214.6247714,213.0763092,202.8725144,,,,,,
哥伦比亚,COL,414.7885408,400.3743222,432.7127541,472.3347689,454.3433168,469.4388864,512.9041877,568.1661639,607.3044666,637.2742106,634.2600513,659.3522186,664.0620769,720.3584712,755.1952687,809.3226591,785.1153264,804.6186904,851.4827869,871.5939841,871.1924358,778.7042501,872.8096263,910.2888791,920.4743646,911.0920112,917.7494644,894.2687274,827.7292398,845.5975169,865.909134,873.264416,876.4128864,912.1837359,909.2160143,961.0447708,988.5793229,988.4539075,1065.607653,1094.560942,1139.659863,1170.073931,1310.664698,1312.199493,,,,,,
哥斯达黎加,CRI,605.4616012,651.6919817,676.0276674,718.8178482,731.0716431,766.5167607,797.9622945,849.9113885,858.3857019,931.3912751,963.1074856,933.676474,918.6217588,989.783126,1007.410699,1077.130286,1144.944496,1142.545658,1076.664643,1071.988654,1121.769798,1405.435833,1332.918977,1267.480989,1281.333873,1249.87577,1359.791683,1313.391307,1435.363105,1506.926791,1485.842848,1558.430031,1643.590992,1679.464616,1721.151118,1822.838339,1885.517635,1889.035996,1845.052324,1887.983299,1885.352441,1942.831521,1939.853369,1942.4906,,,,,,
古巴,CUB,505.8588171,514.9940495,547.238754,571.4014129,622.6683679,670.4914474,720.7026395,787.5324299,862.4378884,840.0463092,963.0371725,1006.809242,1051.265551,1116.366588,1002.781764,1073.557914,1091.317918,1147.389103,1185.266481,1212.325844,1048.855983,904.4943056,840.1833222,898.4670425,919.3399929,974.469538,1040.243937,1045.412388,1080.500976,1137.921864,1157.848199,1185.124839,1193.40807,1175.339227,1155.077091,1227.218208,1302.448459,1323.398868,1334.763138,1303.154964,1332.512094,1379.216979,1435.557838,1450.882819,,,,,,
库拉索,CUW,4091.214405,4312.504231,4478.871706,4576.982966,4640.27788,4665.359206,4623.341518,4725.598452,4815.659008,4877.02731,4857.733013,4950.000333,4961.662885,4574.174016,4230.212624,3438.96975,3829.495035,3939.592909,4253.523619,4662.998624,4771.369016,5162.877314,5537.113909,5883.979811,6090.713041,6301.860484,6280.791529,6769.477823,7000.028689,7291.199761,7222.174867,7282.999884,7521.02019,7571.241207,7613.070072,7243.041936,7323.540845,7149.712092,7423.399372,7471.268233,7379.119677,5062.858345,4934.274681,4797.670436,,,,,,
塞浦路斯,CYP,990.5614792,1133.754351,1218.696121,1043.090537,1029.622026,1139.121918,1217.091572,1284.806752,1358.803547,1415.215463,1436.510585,1536.75786,1655.438309,1684.06871,1766.392779,1872.714383,1950.554616,2091.038948,2295.474427,2430.160602,2481.098068,2837.83615,3004.580153,3058.162427,2784.691445,2816.495044,2866.953175,3097.797977,3178.017578,3373.306986,3455.26381,3703.294274,3918.225536,3946.912639,4099.616896,4238.131129,4377.141095,4554.498654,4577.04248,4585.585156,4239.7254,4035.078755,3587.832841,3624.933502,,,,,,
捷克共和国,CZE,3424.202043,3595.796844,3729.994741,3860.355236,4031.268703,4173.440113,4292.927434,4499.956942,4392.392362,4585.123745,4639.733778,4675.599957,4812.155458,4959.820286,5141.665211,5259.312138,5447.305282,5504.923287,5576.934733,5600.407612,5256.302082,5077.660185,5032.403649,5186.969442,5470.670661,5729.386255,5660.060028,5604.80954,5493.85153,5703.816739,5892.172595,5894.233119,6074.849142,6230.398228,6357.421095,6528.53015,6518.217413,6489.126257,6139.35206,6348.424398,6298.727678,6304.571923,6284.790806,6258.891037,,,,,,
德国,DEU,4064.454716,4335.769625,4654.985048,4803.423204,4743.944833,5146.932578,5285.260786,5574.745217,5786.127216,5797.499753,5832.064871,5822.027359,5965.458193,6239.971816,6448.539859,6530.238714,6666.219595,6776.307912,6835.329908,6639.731691,6564.797195,6445.874,6288.41635,6244.957228,6327.709754,6403.333726,6427.798768,6479.490249,6505.132999,6635.421406,6762.653396,6900.780527,7009.726492,7108.962524,7138.221485,7212.437448,7229.089913,7187.764009,6817.158398,7264.322591,7281.272174,7270.152523,7217.529089,7035.482975,,,,,,
丹麦,DNK,3059.362184,3346.825344,3428.211175,3245.993249,3414.520001,3793.718246,3999.670625,4314.445536,4541.900301,4599.234008,4589.996977,4678.954475,4739.654345,4979.635611,5351.125048,5618.554627,5794.394565,5858.057563,5853.960005,5944.828367,6217.335513,6236.258477,6306.869562,6539.535706,6424.537292,6646.685948,6607.201412,6504.256329,6508.513381,6482.488628,6490.092993,6533.752014,6602.63638,6615.569959,6659.000427,6824.745939,6668.390266,6534.12385,6219.701092,6327.506456,6165.97362,6038.552307,6039.432,5858.801536,,,,,,
多米尼加共和国,DOM,327.8439109,308.6975319,400.2489528,364.7650157,402.7498954,381.5558951,421.6369277,409.5966565,471.6314976,441.2528134,443.0671365,328.1271914,366.1492886,444.5841283,476.7776637,484.9198124,478.756837,381.2957879,335.530333,391.2530345,401.3527155,544.6565013,512.8227553,531.1238443,501.7112279,639.5259209,643.2135344,1101.233233,1280.790019,1327.774654,1288.233118,1390.376636,1365.261832,1128.537879,1234.657197,1330.233685,1359.052972,1377.86965,1325.712644,1394.82587,1428.073703,1499.358166,1551.716691,1615.514607,,,,,,
阿尔及利亚,DZA,133.8734622,142.8759089,158.7540948,170.6605318,195.6922889,220.0657985,233.1242419,278.9705996,314.5679214,330.3044758,363.4429004,406.0548672,417.498445,441.2877331,466.4867144,485.2745513,455.4079792,481.8873522,522.1421074,531.5838364,532.4905604,559.7830129,547.9904718,550.9719596,559.9178908,570.5174344,575.6988708,618.4928501,652.8013246,683.2948063,709.0914831,730.808966,786.4144235,804.1073343,890.6259238,862.4295937,894.2845864,947.2913284,866.3073024,1016.636782,1123.332915,1237.966109,1278.915242,1362.871884,,,,,,
东亚与太平洋地区（不包括高收入）,EAP,143.1548488,154.2828447,166.6529622,165.834276,186.076352,191.4812039,206.0069518,227.5009073,245.2658127,258.3399443,261.2449989,273.2725572,288.9505806,304.8010251,328.6649084,350.5174372,380.1361827,411.9078096,437.386599,460.0592473,491.8260812,536.2555572,583.6965551,641.6868965,680.0113863,727.6741359,759.6756202,771.687507,807.6288584,874.2819885,939.6999946,1029.55246,1168.008014,1324.419036,1468.433064,1655.518859,1865.200124,1954.600047,2082.748902,2331.378972,2577.5033,2712.807739,2923.751121,3037.306668,,,,,,
早人口紅利,EAR,194.1592666,206.7466423,218.5100109,229.3979612,243.940617,260.2875632,272.0144249,288.8629812,310.2678224,327.2820211,344.3140597,358.9129792,372.4109887,398.2854318,412.3822545,431.2644162,451.9088346,473.205316,489.9763133,534.3885283,552.7035507,569.724312,586.604727,608.6595889,625.5506753,651.9431193,677.5233259,695.3948897,708.779759,731.2366126,738.6082542,760.3447382,795.3270158,820.8886641,853.2324421,894.6759804,928.9659283,949.0268459,963.5254539,1017.941909,1068.484877,1095.423667,1120.281666,1151.514767,,,,,,
